原数据,标签
0 好的 好 谢谢 嗯 不客气 的 电话 就 留 您 来电 这个 手机号码 吗 嗯 可以 嗯 好 那 我帮您 反馈 一下 您 看 还有？  #,0 询问是否接受预约
0 就 想 要 用 月缴 的 是吗 那您 看 我 这边是 给您 先 介绍 一下 险种 还是 安排 工作人员 直接 去 联系 您 呢？ 是 联系 您 啊 也 行 您 现在 所在 地点 在哪里 女士？ 真的。 嗯 好 来电 的 这个 手机号 方便 后续 联系 您 呢？ 您贵姓， 姓 杜 是吗？ 对 你好 嗯 好的 稍等 一下。 比如说。 好的 女士 那 我 这边 帮您 反馈 一下 安排 工作人员 跟您 具体 的 联系 现在 的 话 是 有一个 三岁 的 男 宝宝 来进行 投保 对 吗？  #,0 询问是否接受预约
0 谢谢 好的 没关系 的 直接 联系 来电 手机 他 就 可以 了 对吧！  #,0 询问是否接受预约
0 好的 那 我帮您 反馈 安排 公司 给您 联系 直接。  #,0 询问是否接受预约
0 五十三 周岁 是吧！ 对 那您 看 这样 我帮您 登记 反馈 一下 安排 工作人员 去 联系 您 可以 吗？ 啊 行 嗯 行 您 稍等 一下 先生 我帮您 登记 一下 您 所在 的 地点 在哪里！  #,0 询问是否接受预约
0 上海 好 那 我 这边 帮您 安排 业务员 他 跟您 联系 吧 电话 就 留 您 来电 的 这个 手机号码 吗？  #,0 询问是否接受预约
0 怎么 称呼 您 呢？ 嗯 姓 郝， 郝 女士 什么 直接 联系 您 来电 手机号码 可以 吗？ 行。  #,0 询问是否接受预约
0 可以 那 我 就 帮您 记录 稍后 这边 工作人员 跟您 联系 吧 然后 跟您 讲解 一下 协助 您 投保 吧。  #,0 询问是否接受预约
0 嗯。 好 那 我 这边 帮您 预约 保障 咱们 公司 安排 工作人员 联系 您 可以 吗？ 行。 呃 您 是 哪个省 哪个市 的 呀 先生？  #,0 询问是否接受预约
0 四十六 就 行 吧 那 我们 这边 帮您 反馈 然后 到时候 让 咱们 工作人员 给您 推荐 您 注意 接听电话 好吧。  #,0 询问是否接受预约
0 嗯 那 我 这边 的 话 是 直接 帮您 计算 一下 大概 费率 然后 安排 工作人员 联系 您 还是 直接 安排 工作人员 联系 您 呢？  #,0 询问是否接受预约
0 那就 二八 然后。 河南省 郑州市 联系 您的 幺五 九 的 手机号 就 可以 是吧！  #,0 询问是否接受预约
0 好的 那 我帮您 反馈 安排 工作人员 联系 您 最近 的 公司 给您 打电话。 嗯。  #,0 询问是否接受预约
0 呃 以 现在 的 话 是 有一个 两岁 的 南 堡 来进行 投保 对吧！ 哎 行 那 我 这边 帮您登记 反馈 一下 安排 工作人员 去 联系 您 如果 有的 话 您 注意接听 最快 联系 您的 话 大概是 在 下周 了 因为 周六 周天 咱们 不 上班！  #,0 询问是否接受预约
0 详细 稍后 打 您 这 幺 六六 的 手机号 就 行 是吧！  #,0 询问是否接受预约
0 投资 一点 就是 多。 行 那 我帮您 登记 反馈 后续 让 公司 跟您 联系 您 注意 接听电话 好吧！ 好。 嗯。  #,0 询问是否接受预约
0 对 好的 那 我帮您 再 问题 跟 公司 反馈 安排 公司 给您 联系 请您 注意接听 公司 给您 打电话。  #,0 询问是否接受预约
0 男孩。 哦 那 公司 后续 跟您 联系 的 话 联系 您 来电 幺八 零 的 号码 行 吗？ 可以 好 那 我 这边 已经 登记 好 了 现在 跟您 确认一下。 就 说 您 通过 朋友 了解 到 华夏 和 年金保险 这个 产品 只要 先 了解 一下 让 工作人员 给您 看一下 您 是 云南 昆明市 官渡区 的 客户。 呃 交给 四次 的 然后 投保 这个 险种 联系方式 是 幺八 零 八七 二 六一 九六 九二 对 吗？ 哎！ 好 那 我 这边 已经 登记 好 了 您 后续 注意 接听电话 好吧！  #,0 询问是否接受预约
0 嗯 先生 您好 重疾险 很多 啊 就是 基本上 孩子们 都 可以 零 周岁 就 可以 然后 您 要是 想 投 我们 这 可以帮您 预约 按照 咱们 公司 安排 工作人员 给您 推荐 可以 吗？  #,0 询问是否接受预约
0 我 我 我 那 才 能 买 的 呃 您 要 想 买 我 这 帮您 预约 保障 咱们 公司 安排 工作人员 联系 您 可以 吗？ 哎呀 好 您 是 哪个省 的 呀 女士！ 嗯 若 呀 河南 的 好的 打 您 这个 幺八幺 的 手机号 就 可以 嘛 是吧！ 嗯。  #,0 询问是否接受预约
0 中间 没有问题 吧！ 没有 如果您 要 想 买 我们 这 就 给您 预约 您 也 不用去 后面 会 有人 联系 您 到时候 您 直接 跟他 说 就 行。  #,0 询问是否接受预约
0 因为 您 之前 购买 的 话 是 需要 联系 公司 业务员 的 女士 您 看 您 在 哪个地方 我们 这边 像 公司 帮您 反馈 让 他们 安排 业务员 给您 进行 联系？  #,0 询问是否接受预约
0 好 呃 我们 这边 帮您 反馈 呗 让 咱们 公司 安排 业务人员 联系 您 您 是 孩子 是 男孩 女孩 今年 几岁 了 呀！  #,0 询问是否接受预约
0 好 联系 您 这 幺 八六 的 手机号 就 可以 是吧！  #,0 询问是否接受预约
0 恩 彭 女士， 嗯 好的 这边 已经 帮您 记录 了 然后 之后 呢 您 保持 电话 畅通 公司 会 有 业务员 跟您 联系 注意 听电话？  #,0 询问是否接受预约
0 我 回去 好的。 我 这边 信息 登记 完成 了 后续 我们 会 有 工作人员 联系 您 您 注意接听 一下 电话 好吧 嗯嗯 嗯， 好的 请问您 对 本次服务 满意 吗？  #,0 询问是否接受预约
0 呃 目前 我们 公司 确实 有 华夏 福 一共 售 两款 一个 是 华夏 是 两全保险 附加 华夏 福 重大疾病保险 还有 一个 华夏 福 做对 保 您的 重大疾病保险。 嗯 如果 是 您 想 要 投保 的 话 我们 这边 可以 帮您登记 反馈 让 公司 跟您 联系 请问您 贵姓 怎么 称呼 您 呢？  #,0 询问是否接受预约
0 天津 的 津 嗯 可以 那就 联系 天津 这边 业务员 他 跟您 联系 吧！  #,0 询问是否接受预约
0 有 啊 如果您 要是 想 投 我们 这边 可以帮您 预约 然后 咱们 公司 安排 工作人员 联系 您 投 吧 可以 吗？ 哦 好！ 嗯 您 是 哪个省 哪个 呃 您 是 广东省 哪个 城市 的 通 通畅？ 好的 您 这 幺 八六 的 手机号 就 可以 是吧！ 对 您 是 给自己 投 还是 给 家人 投 呀！  #,0 询问是否接受预约
0 正 将 正 的 正 乡镇 的 镇 是吧 嗯？ 好 跟您 联系 的 话 就 联系 您 来电 这个 号码 是吗？ 嗯 可以。 嗯 好。  #,0 询问是否接受预约
0 嗯 那 我 这边 给您 反馈 到 公司 后期 相关 工作人员 会 给您 联系 到 您 进行 电话。  #,0 询问是否接受预约
0 啊 我 这边 也 可以 帮您登记 反馈 一下 然后 安排 我们 公司 的 工作人员 去 跟您 取得 一下 联系 给您 介绍 一下 这种 类型 的 险种 可以 吗 咱们 正规 险 搭配 的 像 那种 住院医疗 好吧！  #,0 询问是否接受预约
0 嗯 行 那 我 这边 帮您登记 一下 然后 后期 安排 工作人员 去 跟您 取得联系 好吧！  #,0 询问是否接受预约
0 好的 那 我帮您 反馈 一下 安排 业务人员 跟您 联系。 您 稍等 一下。  #,0 询问是否接受预约
0 需要 帮您 预约 业务人员 吗？  #,0 询问是否接受预约
0 那您 这个 这边 可以 给您 做 登记 您 看 您 是 哪个省 哪个市 的 给您 做 登记 让 相关 工作人员 尽快 给您 核实？  #,0 询问是否接受预约
0 那您 这个 的 话 这边 给您 做 登记 的 您 之后 的 话 注意 接 他 手机 就 可以 了 就 相关 工作人员 去 跟您 联系 的。  #,0 询问是否接受预约
0 嗯 您 可以 到 当地 公司 柜面 咨询 我 这边 也 可以 给您 是 月 当地 的 当地 的 那个 个险 的 业务员 业务员 可以 给您 先 电话 沟通 给您 把 这个 做 一下 电话 呀 做一个 介绍 什么 的？ 如果您觉得 合适 的 话 可以 跟。  #,0 询问是否接受预约
0 先生 那 这个 产品 的 话 如果您 让 我给您 再 推荐 产品 我 这边 不是很 专业 如果您 想 了解 公司 的 产品 然后 公司 的 分红险 然后 看看 哪个 产品 适合 您 我 这边 包 邮 咱们 销售人员 跟您 联系？  #,0 询问是否接受预约
0 那 行 那 我们 这边 可以帮您 预约 一个 工作人员 给您 具体 介绍 一下 了 好吗？ 啊！  #,0 询问是否接受预约
0 我们 这边 现在 就是 说 帮您 帮您申请 一下 预约 一下 这个 会 有 工作人员 给您 联系 的 被保险人 年龄 大概 多少钱 呢？  #,0 询问是否接受预约
0 行 那 我们 这边 帮您 预约 一下 让 工作人员 给您 联系 给您 具体 介绍 一下 好吗？  #,0 询问是否接受预约
0 女士 那您 如果说 想 要 详细 了解 或者说 是 想 要 办理 的 话 您 可以 在 我们 微信 公众号 查找 一下 我们 中 华夏 常青树 二零一 六 版。 然后 呢 您 到时候 可以 阅读 一下 我们 工作人员 您 看 现在 需要 我给您 预约 还是 说 您 可以 先 了解 一下？  #,0 询问是否接受预约
0 工作人员 尽快 联系 您好 吧！  #,0 询问是否接受预约
0 如果您 要是 想 购买 我 可以 先帮您 做 一下 登记 让 业务员 与您 进行 联系 协助 您 完成 购买。  #,0 询问是否接受预约
0 好的。 好的 女士 那 这边 会 把 您的 要求 给 向 公司 反馈 的 会 有 业务员 与您 联系 还有 其他 的 疑问 或 要求 嘛。  #,0 询问是否接受预约
0 西安市 房间 哪个 新城区 新城区 新城区 帮您 看一下 稍等？ 联系电话 就是 来电 的 这个 号码 对 对。 好的 后期 保持 电话 畅通 我 公司 这个 专线 咨询 业务人员 的 两个 工作日 左右 会 有 处理 人员 跟您 回电 的。 好吗 如果 后续 的 话 呢 那您 在 电话 里面 跟您 沟通 面谈 或者是 打电话 微信 聊 都 可以 然后 如果 不 合适 的 话 那您 可以 和 业务员 在 做一个？  #,0 询问是否接受预约
0 哦 我们 这边 可以 向 公司 给您 反馈 让 公司 给您 安排 一个 业务员 到时候 跟您 联系 您 看 可以 吗！  #,0 询问是否接受预约
0 抱歉 月交 的 话 我们 是 算不了 这个 费率 的 如果您 想 要 购买 的 话 可以 帮您申请 预约 让 业务员 联系 您。  #,0 询问是否接受预约
0 长 胜 数 的 话 官网上 显示 呢 是 没有 那么 多 的 如果您 是 需要 其他 版本 的 话 这边 可以帮您 预约 一下 业务人员 来 跟您 进行 一下 这个 计划书 的 做？ 就是 说 给您 做 一下 计划书， 目前 在 售 的 有 常青树 少儿 版。 常青树 多 对吧 还有 二零一五 还有 全能 版。  #,0 询问是否接受预约
0 嗯 这个 的 话 是 需要 给您 预约 一个 业务人员 来 给您 做 一下 详细 的 计划书 可以 吗？  #,0 询问是否接受预约
0 你 说。 好的 这边 的 话 就 帮您 预约 一下 给您 就是 说 做 一下 这个 常青树 全能 版 的 这个 计划 然后 您 如果 要 再次 需要 其他 的 您 在 跟 客户 人 就是 说 工作人员 在 联系 可以 吗？ 可以。 好的 这边 的 话 就 帮您 进行 一下 预约 然后 请您 耐心等待 一下 工作人员 会 在 一个 工作日 左右 来 跟您 联系 然后 联系 您 来电 这个 号码 可以 吗？ 可以 嗯 现在 就 请您 耐心等待 一下 您还有 其他 问题 吗？  #,0 询问是否接受预约
0 咨询， 因为 先生 这款 保险 它 主要 是 在 我们 终结 代理公司 形式 买 的 华夏 福州 对吧！ 您 要是 想 就是 说 想 要 购买 什么 的 话 我 可以 先帮您 做 一下 登记 看一下 您 当地 联系 俊杰 公司 到时候 寄到 那 边 的 业务员 和 您 联系？  #,0 询问是否接受预约
0 如果您 想 购买 的 话 我们 这边 可以 帮您登记 反馈 让 当地 公司 工作人员 跟您 做 讲解 因为 我们 这边 只有 柜面 的 总机 号。  #,0 询问是否接受预约
0 二十九号 昂。 女性 是吗？ 对 好的 那 我帮您 反馈 让 工作人员 跟您 联系 好吗？ 嗯 好， 谢谢 取出 一个 做 的 时间长 一点， 嗯 好的。 嗯 还有 其他 问题 吗？ 没有 了 谢谢。  #,0 询问是否接受预约
0 上海 浦东， 好的 稍等 一下， 那 这边 的 话 我帮您 反馈 到 我 公司 业务员 这边 来 跟您 做 咨询 量 解。  #,0 询问是否接受预约
0 嗯 这个 险种 如果您 全额投保 的 具体 费率 是 要 根据 您 所 投保 的 保额 来 退 的 一个 缴费 如果您 这边 想 了解 一下 的 话 我 可以帮您 反馈 一下 给 到 您 当地 有没有 其他 业务员 联系 您 跟您 详细介绍 一下吧！  #,0 询问是否接受预约
0 在 稍等 我看 一下 啊 我 这边 帮您 反馈 一下 让 这边 工作人员。  #,0 询问是否接受预约
0 先生。 嗯 嗯 那 这边 我 已经 帮您 去 登记 申请 了 后续 咱们 分公司 会 安排 人员 给您 去 联系。  #,0 询问是否接受预约
0 啊 好 明白！ 那 我 这边 的 话 帮您 就是 约 下 我们 公司 这个 业务经理 然后 跟您 联系 一下 好吧！ 好的。  #,0 询问是否接受预约
0 丝 我们 没有 联系 我们 没有 业务员 的 联系方式 如果您 想 购买 这款 产品 的 话 可以帮您 预约 然后 让 工作人员 联系 您 您 看 可以 吗？  #,0 询问是否接受预约
0 如果说 您 想 投保 的 话 我 这边 可以帮您 这个 预约 的 业务人员 您 之前 有 了解 过 吗？ 呃 我。  #,0 询问是否接受预约
0 那 这样 我帮您 预约 一个 业务人员 吧 那您 就是 说 想 购买 一个 这个 健康 保 健康 就 保重 疾 的 这个 险种 是吗？ 嗯。  #,0 询问是否接受预约
0 这边 嗯， 如果 有 业务员 在 的 话 可以 给您 介绍 或者说 您 如果说 想 了解 重疾险 的 话 我 可以 帮您登记 反馈 一下 让 业务人员 来 跟您 联系 也 可以。  #,0 询问是否接受预约
0 好 我 已经 帮您登记 完成 了 后期 会 有 工作人员 跟您 联系。 您 注意接听 一下 公司 这边 的 电话 好吗？  #,0 询问是否接受预约
0 好的 那 咱们 这边 帮您 帮您 约 下 会 有 工作人员 给您 联系 的。  #,0 询问是否接受预约
0 上海 好 那 我 这边 帮您 安排 业务员 他 跟您 联系 吧 电话 就 留 您 来电 的 这个 手机号码 吗？  #,0 询问是否接受预约
0 好的 我 现在 把 您的 资料 给您 提交 然后 让 咱们 的 分公司 尽量 在 今天 尽快 给您 回电 您 看 可以 吗？  #,0 询问是否接受预约
0 健康险 那您 是 看 想 要 购买 哪 一款 产品 有 常青树 还有 华夏 福 的 您 看 您 想 要 咨询 什么 样？ 如果您 这边 想 要 合适 我 这边 可以 给您 做 登记 让 相关 的 工作人员 去 跟您 联系 给您 协助 您 完成 购买 可以 吗？  #,0 询问是否接受预约
0 好 可以 了 先生 我 这边是 可以帮您 反馈 一下 可以 让您 当地 我们 一下 业务员 联系 您 跟您 介绍 一下。 呃 那 需要 我 这边 先帮您 计算 一下 您 先 仔细 吗 还是 我 直接 帮您 反馈 一下？  #,0 询问是否接受预约
0 我姓 薛 草字头 的 去。 行 好的 那 咱们 这边 现在 帮您申请 一下 帮您登记 帮您 预约 才 会 有 工作人员 给您 打电话 给您。  #,0 询问是否接受预约
0 哪一个 类型 的 这边 可以 帮您登记 让 业务员 跟您 联系？  #,0 询问是否接受预约
0 男 的 少。 好的 那 这边 的 话 已经 帮您 跟 公司 反馈 了 这 两天 的 话 您 注意 接听电话 就 行 了。  #,0 询问是否接受预约
0 呃 一般 的 话 他 会 在 一个 一 到 两个 工作日内 就 跟您 联系 了 有 可能 今天 就 会 跟您 联系 您 就 耐心 再 等待 一下。  #,0 询问是否接受预约
0 那 我 这边 帮您 预约 下 我们 公司 的 专业 的 那个 业务人员 之后 让 他们 给您 联系 一下 为您 做 介绍。 可以 登记 一下 您的 信息 吗？ 哦 好！ 嗯 您 是 在 哪个省 的？  #,0 询问是否接受预约
0 预约 一位 业务员 让 他 和 您 联系 吧！  #,0 询问是否接受预约
0 您 可以， 和 月 月 一下 工作人员 让 工作人员 给您 计算 一下。 您 如果说 在 网站 上 看到 的 在 华夏 就是 这个。 电视 上 看到 电视 上 看到 的。 然后 可以 把 这个 电视 的 一个 服务电话 里面 有 工作人员 验 一下。  #,0 询问是否接受预约
0 怎么 购买 呢？ 嗯 您 如果 想 要 买 的 话 我们 这边 可以 给您 约 有 员。  #,0 询问是否接受预约
0 好的 是 给您 自己 买 还是 给 家人 买 嘛。 家人 的 钱。 好的 那 我帮您 反馈 一下 安排 公司 给您 联系。  #,0 询问是否接受预约
0 嗯 好的 已经 给您 登记 后续 会 有 公司 联系 的 请您 做 这份 工作 给您 打电话。  #,0 询问是否接受预约
0 嗯 那您 在 哪个省 哪个市 呢 我帮您 预约 下 这边 业务员 让 他 联系 您？  #,0 询问是否接受预约
0 女士 不好意思 我们 这边 华夏 保险 呢 在 山西 当地 呢 还 没有 分公司 柜面？ 但是 您 如果说 是 要 办理 保单 的 话 一般 是 在 网上 呢 可以 预约 当地 的 这个 工作人员？ 但是 处理问题 的 分公司。  #,0 询问是否接受预约
0 那 这个 是 需要 我帮您 反馈 反馈 到 分公司 让 分公司 团险 部 的 工作人员 给您 详细介绍。  #,0 询问是否接受预约
0 比 买回来。 嗯 这个 通过 咱们 这边是 买 不 了 的 或者 我 可以 向 公司 反馈 让 工作人员 与您。  #,0 询问是否接受预约
0 请问您 这份 保险 的 话 他是 呃 可以选择 三年 交 或者 五年 交 那 如果您 需要 了解 的 话 这边 可以 帮您登记 到时候 会 有 相关 工作人员 来 帮您做 一份 建议书 单 好吗 我？  #,0 询问是否接受预约
0 行 那 这边 的 话 就 帮您登记 好 了 到时候 的 话 我们 会 有 相关 工作人员 会 进行 联系 您的 您 到时候 可以直接 有 工作人员 来 帮您做 一份 建议书 的 好吧！  #,0 询问是否接受预约
0 呃 我 这边 也 可以 帮您登记 反馈 一下 然后 安排 我们 公司 的 工作人员 去 跟您 取得 一下 联系 给您 介绍 一下 这种 类型 的 险种 可以 吗 像 这种 保险 搭配 的 像 那种 住院医疗 好吧！  #,0 询问是否接受预约
0 嗯 行 那 我 这边 帮您登记 一下 然后 后期 安排 工作人员 去 跟您 取得联系 好吧！  #,0 询问是否接受预约
0 没有 购买 我想 多 啊 如果您 想 要 购买 的 话 可以 跟 帮您 预约 然后 让 业务员。,0 询问是否接受预约
0 因为 这款 产品 我们 这里是 没有 这个 保费 建议书 的 如果您 想 了解 的 话 我 可以帮您 下 哥 这个 预约 投保 的 工单 稍后 让 业务员 去 跟您 联系 的。  #,0 询问是否接受预约
0 只能 给自己 购买。 嗯 这个 不太清楚 但是 稍后 业务员 跟您 联系 的 时候 建议您 像 业务员 再 详细 咨询一下 的， 嗯 好的 行， 嗯 那 联系电话 登记 哪个 呢？  #,0 询问是否接受预约
0 嗯 是 有的 女士 如果您 需要 的 话 这边 可以帮您 反馈 之后 后续 呢 让 工作人员 直接 跟您 联系 您 到时候 可以 看一下？  #,0 询问是否接受预约
0 附加险 这样 子， 重疾险 目前来讲 这个 常青树 多 倍 的 还是 非常不错 的 附加险 您 是 想 买 对 常青树 多 对吧 您 如果说 需要 的 话 我 可以 帮您登记 预约 一个 业务员 来 给您 讲解。  #,0 询问是否接受预约
0 购买 的 话 我 可以 让 这边 业务员 跟您 联系。  #,0 询问是否接受预约
0 好的 感谢 等待 这边 看到 了 那 这样 吧 我们 帮您做 一下 反馈 让 这个 理赔 服务专员 直接 和 您 联系 您 留下 联系方式。 呃。  #,0 询问是否接受预约
0 好 那 我们 这边 能 帮您 向 公司 反馈 一下 让 理赔 服务专员 主动 和 您 做 一下 联系。  #,0 询问是否接受预约
0 那 或者 的 话 女士 我 可以 把 理赔 部 电话 给您 您 询问 一下 理赔 不 属 不属于 理赔范围 好吗？  #,0 询问是否接受预约
0 呃 有 这 两个 电话。 您 如果 需要 的 话 我 可以 把 这个 电话 以 短信 方式 发到 您 手机上。  #,0 询问是否接受预约
0 好的 那 这个 理赔 部 电话 跟您 说一下 您 现在 方便 做 一下 登记 吗？  #,0 询问是否接受预约
0 您 稍后 的 话 就 需要 您 可以 理赔 人员 联系 一下 嘛。 对  #,0 询问是否接受预约
0 好 已经 帮您登记 完成 后续 会 有 工作人员 变更 您还有 其他 问题 吗？ #,0 询问是否接受预约
0 稍等 啊！ 您好 先生， 嗯 跟您 确认一下 信息 您 是 投保人 本人 来电 是 有 一份 保单 需要 办理 退保。 退保 的 合同编号 是 二零 幺八 幺四 幺八七 零 六九 八零 八八。 退保 险种 名称 是， 那个 华夏 逍遥行 两全保险 退保 金额 是 小 月 一万元 的。 您的 身份证 有效期 是 到 二 零三 八年 的 六月 二十六号。 对 对 对。 好的 这边 已经 帮您 提交 申请 了 大概 三个 工作日 左右 会 有 电话 工作人员 联系 您 处理 退保 业务 的 所以 麻烦 您 之后 点。 #,0 询问是否接受预约
0 您 注意 接听电话 这个 这 几天 会 有人 联系 您 呢？ #,0 询问是否接受预约
0 嗯 这 几天 注意 接听电话 会 有人 联系 您 呢？ #,0 询问是否接受预约
0 复效 的 话 我 跟您 做 个 资料 的 申请 登记 工作人员 后续 会 联系 您的 那 请您 这边 保持 电话 通畅 那就 可以。 要 怎么？ 我 跟您 做一个 复效 登记 工作人员 后续 会 联系 你的 那 需要 您 保持 电话 畅通 就 行。 #,0 询问是否接受预约
0 二 零三 七年 三月 十六号 对 吗 对 对 对 好的？ 嗯 那 这样 已经 帮您登记 申请 了 后续 会 有 工作人员 跟您 联系 处理 的。 #,0 询问是否接受预约
0 这边 核实 不到 先生 这边 需要 您 等待 一下 然后 会 有 专门 的 工作人员 来 跟您 联系 告知 您 这个 需要 您 缴纳 的 这个 金额。 可以 吗？ #,0 询问是否接受预约
0 嗯 那就 请您 耐心等待 一下 工作人员 会 尽快 跟您 联系 呢？ #,0 询问是否接受预约
0 我 这里 呢 再 重新 把 您 之前 问题 的 帮您做 个 记录 反馈 让 公司 尽快 受理 一下 行 吗？ #,0 询问是否接受预约
0 好 那 这边 的 话。 跟您 申请 之后 的 话 公司 的 话 会 在 三 到 五个 工作日内 有 公司 的 人员 跟您 联系 您 办理 退保 然后 注意 接听电话。 #,0 询问是否接受预约
0 金额 也是 九九 对 吗 跟您 对？ 好 那 这边 我给您 申请 这边 信息 都 给您 记录 好 两份 保单 里面 的 金额 都是 九千 九百块钱 然后 身份证 有效期 是 二零 三五年 的 五月 二十二号 对 吗？ 嗯 是的 好 那 信息 我帮您 记录 好 稍后 会 有 当地 公司 工作人员 给您 做 核实 处理 那您 后续 注意 一下。 #,0 询问是否接受预约
0 嗯 好的 这边 那个 已经 帮您 那个 提交 一下 先 提交 那个 退保 申请 了 三个 工作日 左右 的 话 会 有 电话 工作人员 联系 您 帮您 处理 的 那您 之后 保持 电话 畅通。 #,0 询问是否接受预约
0 您好 女士 我 这边 可以 帮您申请 一下 复效 然后 这边 的 话 会 有人 联系 您。 #,0 询问是否接受预约
0 嗯 对 对 嗯 这边 先生 已经 给您 登记 完成 了 然后 后期 的 话 应该 会 有 这个 工作人员 联系 您的 请您注意 接听电话 好吗？ 嗯嗯 好 哎 那您 看 还有 其他 需要 帮助 的 吗 先生？ 嗯 没有 了 嗯。 #,0 询问是否接受预约
0 这个 他 需要 跟你 平安 沟通 他的 资料 如何 去 递交 需要 哪些 材料 的 理赔 人员 电话 他 这里 边 去 沟通 就 可以 了？ 嗯。  #,0 询问是否接受预约
0 不用 了 你 就 帮 我 预约 的 话 我们 他的。 嗯 行 那 请问 您的 姓名 是， 赵 普 寺。 高 盼盼 是吗 赵 赵 盼盼 对 稍等？ 好的 那 这边 对吧 先生 多大 呢 是 给您 本人 购买 这个 其它 购买 呢 我 自己？  #,0 记录被保险人资料
0 多大 的 年龄 二十八 二十八周岁。 对 嗯 好的 那 这边 的 话 您 是 河北省 廊坊市 对吧！ 嗯 河北省 廊坊市 固安县。  #,0 记录被保险人资料
0 嗯 您贵姓。  #,0 记录被保险人资料
0 言 午 许 的 许。 您 是 哪个 地区 的 客户 呢？  #,0 记录被保险人资料
0 那个 河北。  #,0 记录被保险人资料
0 保定。  #,0 记录被保险人资料
0 池 区 吧 应该 是。  #,0 记录被保险人资料
0 说 一个 手机号 嗯。 幺八 二。  #,0 记录被保险人资料
0 零 幺四 八。  #,0 记录被保险人资料
0 嗯 那 请问您 想 是 给谁 投保 被保险 年龄？  #,0 记录被保险人资料
0 嗯 您 怎么 称呼？  #,0 记录被保险人资料
0 呃 陈 女士 嗯。 呃 联系人 的 电话 您 留 一个 手机号 吧 幺八幺 幺八幺。  #,0 记录被保险人资料
0 五五 三五。  #,0 记录被保险人资料
0 呃 六五 八八 是吗？  #,0 记录被保险人资料
0 呃 零五 八八 嗯。 呃 您 是 在 安徽 是吗？  #,0 记录被保险人资料
0 安徽 芜湖 嗯 可以 那就 想 问一下 的 一个 市场 意保通 常青树 达 意保通 现在 是 这边 要求 是 什么 对 对 然后 第二个 就是 下面 一个 十岁 女孩 二十万 交 二十年 都 可以？  #,0 记录被保险人资料
0 然后 您 是 哪个省 哪个市 啊！  #,0 记录被保险人资料
0 行 那 呃 您 是 给自己 买 还是 给 家人 买 的。 请 家人 吧！ 是 给 孩子 买 还是 给 父母 吧！ 还是 孩子 是 男孩 女孩 七岁 了。  #,0 记录被保险人资料
0 呃 您贵姓 啊 女士。 行。  #,0 记录被保险人资料
0 是 给 孩子 投 还是 给自己 投 女士。  #,0 记录被保险人资料
0 您贵姓 您贵姓 啊！  #,0 记录被保险人资料
0 好 您 今年 呃 年龄 多大 李 女士。  #,0 记录被保险人资料
0 六 八年 过 生日 了 吗？  #,0 记录被保险人资料
0 十五号， 九月 十五号 那就是 四十九 周岁 是吧！  #,0 记录被保险人资料
0 好 您 是 哪个 哪个市 哪个省 哪个市 的 呀！  #,0 记录被保险人资料
0 先生 您好 如果 要 投 的 投 的 是 成功 的 话 呢？ 咱们 公司 没有 地域 限制 是 全国通赔 的 但 您 这 能不能 扣 成功 都 很难说 因为 它 投保 的 时候， 一般来说 要求 投 被保险人 的 加 一块。 而且 的 话 得 当地 有 咱们 公司 这个 机构 但是 当然 我们 不做 投保 我也不知道 的 根据 规定 应该 是 这样 的， 具体 的 话 就 以 实际 为准 的 我 这边 可以帮您 反馈 您 孩子 男,0 记录被保险人资料
0 那就 零 周岁 是吧！  #,0 记录被保险人资料
0 行 好 好 谢 您 对 本次服务 是否 满意 先生。 嗯 满意 好 您贵姓 啊 先生。 我。  #,0 记录被保险人资料
0 就是 您 是 给 孩子 买 还是 给 父母 吗 还是 给？  #,0 记录被保险人资料
0 好 您 爱人 跟 儿子 今年 分别 年龄 多大 呀！  #,0 记录被保险人资料
0 呃 三 一三六 您的 孩子 呢？  #,0 记录被保险人资料
0 好的 男孩 还是 女孩 女士。  #,0 记录被保险人资料
0 好 好 好 您贵姓 啊 女士。  #,0 记录被保险人资料
0 嗯。 是 给自己 投保 对 吗？  #,0 记录被保险人资料
0 嗯， 请问您 贵姓 呢？  #,0 记录被保险人资料
0 嗯 锡林郭勒 属于 哪个 就是 锡林郭勒 下边 哪个区？  #,0 记录被保险人资料
0 弓长张 是吗？ 嗯 好 那您 在 内蒙古 姓名 过 了 是吗？  #,0 记录被保险人资料
0 搁 耳 东。  #,0 记录被保险人资料
0 呃 是 哪个 务？  #,0 记录被保险人资料
0 东 是 哪个 东 呢？  #,0 记录被保险人资料
0 嗯 东大街 什么？  #,0 记录被保险人资料
0 东莞市 的 但是 有 来 来电 幺 三四 的 号码 可以 联系 到 您 吗？ 可以 的 嗯 请问您 贵姓 女士。  #,0 记录被保险人资料
0 您 是 哪个省 哪个市 女士？  #,0 记录被保险人资料
0 呃 咱 四十六岁 是吧！  #,0 记录被保险人资料
0 呃 您贵姓 啊 女士。  #,0 记录被保险人资料
0 嗯 可以 那您 怎么 称呼？  #,0 记录被保险人资料
0 那您 说一下 您 想 购买 什么 险种 被保险人 年龄 多大 还 记录 反馈 一下？ 嗯。  #,0 记录被保险人资料
0 呃 零 岁 女孩 然后 二次 男士 是吗？  #,0 记录被保险人资料
0 好 孩子 是 多少 周岁？  #,0 记录被保险人资料
0 您 大约 是 多大 年龄 啊 女士。  #,0 记录被保险人资料
